Source Name,Charateristics [ff_ontology],Charateristics [description],Characteristics [catalog_id],Characteristics [Category],Chracteristics [Species],Characteristics [Sex],Characteristics [Age],Characteristics [Developmental stage],Characteristics[Tissue],Characteristics [Cell lot],Characteristics [Cell type],Characteristics [Catalogue ID],Characteristics [Collaboration],Characteristics [Provider],Protocol REF,Extract Name,Material Type
13472-144I7,FF:13472-144I7,"Myoblast differentiation to myotubes, day03, control donor1",,time courses,Human (Homo sapiens),female,3 years old,,skeletal muscle,,myoblast,,Beatrice Bodega/Valerio Orlando,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,13472-144I7,Total RNA
13473-144I8,FF:13473-144I8,"Myoblast differentiation to myotubes, day04, control donor1",,time courses,Human (Homo sapiens),female,3 years old,,skeletal muscle,,myoblast,,Beatrice Bodega/Valerio Orlando,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,13473-144I8,Total RNA
13474-144I9,FF:13474-144I9,"Myoblast differentiation to myotubes, day06, control donor1",,time courses,Human (Homo sapiens),female,3 years old,,skeletal muscle,,myoblast,,Beatrice Bodega/Valerio Orlando,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,13474-144I9,Total RNA
13475-145A1,FF:13475-145A1,"Myoblast differentiation to myotubes, day08, control donor1",,time courses,Human (Homo sapiens),female,3 years old,,skeletal muscle,,myoblast,,Beatrice Bodega/Valerio Orlando,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,13475-145A1,Total RNA
13476-145A2,FF:13476-145A2,"Myoblast differentiation to myotubes, day10, control donor1",,time courses,Human (Homo sapiens),female,3 years old,,skeletal muscle,,myoblast,,Beatrice Bodega/Valerio Orlando,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,13476-145A2,Total RNA
13477-145A3,FF:13477-145A3,"Myoblast differentiation to myotubes, day12, control donor1",,time courses,Human (Homo sapiens),female,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13477-145A3,Total RNA
13478-145A4,FF:13478-145A4,"Myoblast differentiation to myotubes, day00, control donor2",,time courses,Human (Homo sapiens),female,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13478-145A4,Total RNA
13479-145A5,FF:13479-145A5,"Myoblast differentiation to myotubes, day01, control donor2",,time courses,Human (Homo sapiens),female,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13479-145A5,Total RNA
13480-145A6,FF:13480-145A6,"Myoblast differentiation to myotubes, day02, control donor2",,time courses,Human (Homo sapiens),female,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13480-145A6,Total RNA
13481-145A7,FF:13481-145A7,"Myoblast differentiation to myotubes, day03, control donor2",,time courses,Human (Homo sapiens),female,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13481-145A7,Total RNA
13482-145A8,FF:13482-145A8,"Myoblast differentiation to myotubes, day04, control donor2",,time courses,Human (Homo sapiens),female,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13482-145A8,Total RNA
13483-145A9,FF:13483-145A9,"Myoblast differentiation to myotubes, day06, control donor2",,time courses,Human (Homo sapiens),female,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13483-145A9,Total RNA
13484-145B1,FF:13484-145B1,"Myoblast differentiation to myotubes, day08, control donor2",,time courses,Human (Homo sapiens),female,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13484-145B1,Total RNA
13485-145B2,FF:13485-145B2,"Myoblast differentiation to myotubes, day10, control donor2",,time courses,Human (Homo sapiens),female,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13485-145B2,Total RNA
13486-145B3,FF:13486-145B3,"Myoblast differentiation to myotubes, day12, control donor2",,time courses,Human (Homo sapiens),female,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13486-145B3,Total RNA
13487-145B4,FF:13487-145B4,"Myoblast differentiation to myotubes, day00, control donor3",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13487-145B4,Total RNA
13488-145B5,FF:13488-145B5,"Myoblast differentiation to myotubes, day01, control donor3",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13488-145B5,Total RNA
13489-145B6,FF:13489-145B6,"Myoblast differentiation to myotubes, day02, control donor3",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13489-145B6,Total RNA
13490-145B7,FF:13490-145B7,"Myoblast differentiation to myotubes, day03, control donor3",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13490-145B7,Total RNA
13491-145B8,FF:13491-145B8,"Myoblast differentiation to myotubes, day04, control donor3",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13491-145B8,Total RNA
13492-145B9,FF:13492-145B9,"Myoblast differentiation to myotubes, day06, control donor3",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13492-145B9,Total RNA
13493-145C1,FF:13493-145C1,"Myoblast differentiation to myotubes, day08, control donor3",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13493-145C1,Total RNA
13494-145C2,FF:13494-145C2,"Myoblast differentiation to myotubes, day10, control donor3",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13494-145C2,Total RNA
13495-145C3,FF:13495-145C3,"Myoblast differentiation to myotubes, day12, control donor3",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13495-145C3,Total RNA
13496-145C4,FF:13496-145C4,"Myoblast differentiation to myotubes, day00, Duchenne Muscular Dystrophy donor1",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13496-145C4,Total RNA
13497-145C5,FF:13497-145C5,"Myoblast differentiation to myotubes, day01, Duchenne Muscular Dystrophy donor1",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13497-145C5,Total RNA
13498-145C6,FF:13498-145C6,"Myoblast differentiation to myotubes, day02, Duchenne Muscular Dystrophy donor1",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13498-145C6,Total RNA
13499-145C7,FF:13499-145C7,"Myoblast differentiation to myotubes, day03, Duchenne Muscular Dystrophy donor1",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13499-145C7,Total RNA
13500-145C8,FF:13500-145C8,"Myoblast differentiation to myotubes, day04, Duchenne Muscular Dystrophy donor1",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13500-145C8,Total RNA
13501-145C9,FF:13501-145C9,"Myoblast differentiation to myotubes, day06, Duchenne Muscular Dystrophy donor1",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13501-145C9,Total RNA
13502-145D1,FF:13502-145D1,"Myoblast differentiation to myotubes, day08, Duchenne Muscular Dystrophy donor1",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13502-145D1,Total RNA
13503-145D2,FF:13503-145D2,"Myoblast differentiation to myotubes, day10, Duchenne Muscular Dystrophy donor1",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13503-145D2,Total RNA
13504-145D3,FF:13504-145D3,"Myoblast differentiation to myotubes, day12, Duchenne Muscular Dystrophy donor1",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13504-145D3,Total RNA
13505-145D4,FF:13505-145D4,"Myoblast differentiation to myotubes, day00, Duchenne Muscular Dystrophy donor2",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13505-145D4,Total RNA
13506-145D5,FF:13506-145D5,"Myoblast differentiation to myotubes, day01, Duchenne Muscular Dystrophy donor2",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13506-145D5,Total RNA
13507-145D6,FF:13507-145D6,"Myoblast differentiation to myotubes, day02, Duchenne Muscular Dystrophy donor2",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13507-145D6,Total RNA
13508-145D7,FF:13508-145D7,"Myoblast differentiation to myotubes, day03, Duchenne Muscular Dystrophy donor2",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13508-145D7,Total RNA
13509-145D8,FF:13509-145D8,"Myoblast differentiation to myotubes, day04, Duchenne Muscular Dystrophy donor2",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13509-145D8,Total RNA
13510-145D9,FF:13510-145D9,"Myoblast differentiation to myotubes, day06, Duchenne Muscular Dystrophy donor2",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13510-145D9,Total RNA
13511-145E1,FF:13511-145E1,"Myoblast differentiation to myotubes, day08, Duchenne Muscular Dystrophy donor2",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13511-145E1,Total RNA
13512-145E2,FF:13512-145E2,"Myoblast differentiation to myotubes, day10, Duchenne Muscular Dystrophy donor2",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13512-145E2,Total RNA
13513-145E3,FF:13513-145E3,"Myoblast differentiation to myotubes, day12, Duchenne Muscular Dystrophy donor2",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13513-145E3,Total RNA
13514-145E4,FF:13514-145E4,"Myoblast differentiation to myotubes, day00, Duchenne Muscular Dystrophy donor3",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13514-145E4,Total RNA
13515-145E5,FF:13515-145E5,"Myoblast differentiation to myotubes, day01, Duchenne Muscular Dystrophy donor3",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13515-145E5,Total RNA
13516-145E6,FF:13516-145E6,"Myoblast differentiation to myotubes, day02, Duchenne Muscular Dystrophy donor3",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13516-145E6,Total RNA
13518-145E8,FF:13518-145E8,"Myoblast differentiation to myotubes, day04, Duchenne Muscular Dystrophy donor3",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13518-145E8,Total RNA
13519-145E9,FF:13519-145E9,"Myoblast differentiation to myotubes, day06, Duchenne Muscular Dystrophy donor3",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13519-145E9,Total RNA
13520-145F1,FF:13520-145F1,"Myoblast differentiation to myotubes, day08, Duchenne Muscular Dystrophy donor3",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13520-145F1,Total RNA
13521-145F2,FF:13521-145F2,"Myoblast differentiation to myotubes, day10, Duchenne Muscular Dystrophy donor3",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13521-145F2,Total RNA
13522-145F3,FF:13522-145F3,"Myoblast differentiation to myotubes, day12, Duchenne Muscular Dystrophy donor3",,time courses,Human (Homo sapiens),male,,UNDEFINED_DEV_STAGE,skeletal muscle,,myoblast,,"Beatrice Bodega, Valerio Orlando",,,13522-145F3,Total RNA
13523-145F4,FF:13523-145F4,"H1 embryonic stem cells differentiation to CD34+ HSC, day00, biol_rep1",T0 A,time courses,Human (Homo sapiens),male,,,,H1_A,stem cell,,Kim Summers,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,13523-145F4,Total RNA
13524-145F5,FF:13524-145F5,"H1 embryonic stem cells differentiation to CD34+ HSC, day00, biol_rep2",T0 B,time courses,Human (Homo sapiens),male,,,,H1_B,stem cell,,Kim Summers,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,13524-145F5,Total RNA
13525-145F6,FF:13525-145F6,"H1 embryonic stem cells differentiation to CD34+ HSC, day00, biol_rep3",T0 C,time courses,Human (Homo sapiens),male,,,,H1_C,stem cell,,Kim Summers,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,13525-145F6,Total RNA
13526-145F7,FF:13526-145F7,"H1 embryonic stem cells differentiation to CD34+ HSC, day03, biol_rep1",Day 3 A,time courses,Human (Homo sapiens),male,,,,H1_A,stem cell,,Kim Summers,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,13526-145F7,Total RNA
13527-145F8,FF:13527-145F8,"H1 embryonic stem cells differentiation to CD34+ HSC, day03, biol_rep2",Day 3 B,time courses,Human (Homo sapiens),male,,,,H1_B,stem cell,,Kim Summers,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,13527-145F8,Total RNA
13528-145F9,FF:13528-145F9,"H1 embryonic stem cells differentiation to CD34+ HSC, day03, biol_rep3",Day 3 C,time courses,Human (Homo sapiens),male,,,,H1_C,stem cell,,Kim Summers,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,13528-145F9,Total RNA
13529-145G1,FF:13529-145G1,"H1 embryonic stem cells differentiation to CD34+ HSC, day09, biol_rep1",Day 10 A,time courses,Human (Homo sapiens),male,,,,H1_A,stem cell,,Kim Summers,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,13529-145G1,Total RNA
13530-145G2,FF:13530-145G2,"H1 embryonic stem cells differentiation to CD34+ HSC, day09, biol_rep2",Day 10 B,time courses,Human (Homo sapiens),male,,,,H1_B,stem cell,,Kim Summers,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,13530-145G2,Total RNA
13531-145G3,FF:13531-145G3,"H1 embryonic stem cells differentiation to CD34+ HSC, day09, biol_rep3",Day 10 C,time courses,Human (Homo sapiens),male,,,,H1_C,stem cell,,Kim Summers,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,13531-145G3,Total RNA
13541-145H4,FF:13541-145H4,"293SLAM rinderpest infection, 00hr, biol_rep1",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13541-145H4,Total RNA
13542-145H5,FF:13542-145H5,"293SLAM rinderpest infection, 00hr, biol_rep2",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13542-145H5,Total RNA
13543-145H6,FF:13543-145H6,"293SLAM rinderpest infection, 00hr, biol_rep3",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13543-145H6,Total RNA
13544-145H7,FF:13544-145H7,"293SLAM rinderpest infection, 06hr, biol_rep1",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13544-145H7,Total RNA
13545-145H8,FF:13545-145H8,"293SLAM rinderpest infection, 06hr, biol_rep2",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13545-145H8,Total RNA
13546-145H9,FF:13546-145H9,"293SLAM rinderpest infection, 06hr, biol_rep3",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13546-145H9,Total RNA
13547-145I1,FF:13547-145I1,"293SLAM rinderpest infection, 12hr, biol_rep1",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13547-145I1,Total RNA
13548-145I2,FF:13548-145I2,"293SLAM rinderpest infection, 12hr, biol_rep2",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13548-145I2,Total RNA
13549-145I3,FF:13549-145I3,"293SLAM rinderpest infection, 12hr, biol_rep3",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13549-145I3,Total RNA
13550-145I4,FF:13550-145I4,"293SLAM rinderpest infection, 24hr, biol_rep1",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13550-145I4,Total RNA
13551-145I5,FF:13551-145I5,"293SLAM rinderpest infection, 24hr, biol_rep2",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13551-145I5,Total RNA
13552-145I6,FF:13552-145I6,"293SLAM rinderpest infection, 24hr, biol_rep3",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13552-145I6,Total RNA
13553-145I7,FF:13553-145I7,"COBL-a rinderpest infection, 00hr, biol_rep1",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13553-145I7,Total RNA
13554-145I8,FF:13554-145I8,"COBL-a rinderpest infection, 00hr, biol_rep2",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13554-145I8,Total RNA
13555-145I9,FF:13555-145I9,"COBL-a rinderpest infection, 00hr, biol_rep3",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13555-145I9,Total RNA
13556-146A1,FF:13556-146A1,"COBL-a rinderpest infection, 06hr, biol_rep1",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13556-146A1,Total RNA
13557-146A2,FF:13557-146A2,"COBL-a rinderpest infection, 06hr, biol_rep2",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13557-146A2,Total RNA
13558-146A3,FF:13558-146A3,"COBL-a rinderpest infection, 06hr, biol_rep3",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13558-146A3,Total RNA
13559-146A4,FF:13559-146A4,"COBL-a rinderpest infection, 12hr, biol_rep1",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13559-146A4,Total RNA
13560-146A5,FF:13560-146A5,"COBL-a rinderpest infection, 12hr, biol_rep2",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13560-146A5,Total RNA
13561-146A6,FF:13561-146A6,"COBL-a rinderpest infection, 12hr, biol_rep3",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13561-146A6,Total RNA
13562-146A7,FF:13562-146A7,"COBL-a rinderpest infection, 24hr, biol_rep1",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13562-146A7,Total RNA
13563-146A8,FF:13563-146A8,"COBL-a rinderpest infection, 24hr, biol_rep2",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13563-146A8,Total RNA
13564-146A9,FF:13564-146A9,"COBL-a rinderpest infection, 24hr, biol_rep3",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13564-146A9,Total RNA
13565-146B1,FF:13565-146B1,"COBL-a rinderpest infection, 48hr, biol_rep1",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13565-146B1,Total RNA
13566-146B2,FF:13566-146B2,"COBL-a rinderpest infection, 48hr, biol_rep2",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13566-146B2,Total RNA
13567-146B3,FF:13567-146B3,"COBL-a rinderpest infection, 48hr, biol_rep3",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13567-146B3,Total RNA
13568-146B4,FF:13568-146B4,"COBL-a rinderpest(-C) infection, 06hr, biol_rep1",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13568-146B4,Total RNA
13569-146B5,FF:13569-146B5,"COBL-a rinderpest(-C) infection, 06hr, biol_rep2",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13569-146B5,Total RNA
13570-146B6,FF:13570-146B6,"COBL-a rinderpest(-C) infection, 06hr, biol_rep3",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13570-146B6,Total RNA
13571-146B7,FF:13571-146B7,"COBL-a rinderpest(-C) infection, 12hr, biol_rep1",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13571-146B7,Total RNA
13572-146B8,FF:13572-146B8,"COBL-a rinderpest(-C) infection, 12hr, biol_rep2",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13572-146B8,Total RNA
13573-146B9,FF:13573-146B9,"COBL-a rinderpest(-C) infection, 12hr, biol_rep3",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13573-146B9,Total RNA
13574-146C1,FF:13574-146C1,"COBL-a rinderpest(-C) infection, 24hr, biol_rep1",,time courses,Human (Homo sapiens),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,UNDEFINED_CELL_TYPE,,UNDEFINED_COLLABORATION,,,13574-146C1,Total RNA
