Source Name,Charateristics [ff_ontology],Charateristics [description],Characteristics [catalog_id],Characteristics [Category],Chracteristics [Species],Characteristics [Sex],Characteristics [Age],Characteristics [Developmental stage],Characteristics[Tissue],Characteristics [Cell lot],Characteristics [Cell type],Characteristics [Catalogue ID],Characteristics [Collaboration],Characteristics [Provider],Protocol REF,Extract Name,Material Type
3694-171I7,FF:3694-171I7,"macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), with Mtb, 028hr(004h after stimulation), biol_rep2",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3694-171I7,Total RNA
3695-171A8,FF:3695-171A8,"macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), with Mtb, 036hr(012h after stimulation), biol_rep2",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3695-171A8,Total RNA
3696-171B8,FF:3696-171B8,"macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), with Mtb, 048hr(024h after stimulation), biol_rep2",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3696-171B8,Total RNA
3697-171C8,FF:3697-171C8,"macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), with Mtb, 072hr(048h after stimulation), biol_rep2",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3697-171C8,Total RNA
3698-171D8,FF:3698-171D8,"macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), with Mtb, 120hr(096h after stimulation), biol_rep2",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3698-171D8,Total RNA
3699-171E8,FF:3699-171E8,"macrophage, TB infection, stimulated BMDM+IL-4(aaMph), with Mtb, 028hr(004h after stimulation), biol_rep2",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3699-171E8,Total RNA
3700-171F8,FF:3700-171F8,"macrophage, TB infection, stimulated BMDM+IL-4(aaMph), with Mtb, 036hr(012h after stimulation), biol_rep2",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3700-171F8,Total RNA
3701-171G8,FF:3701-171G8,"macrophage, TB infection, stimulated BMDM+IL-4(aaMph), with Mtb, 048hr(024h after stimulation), biol_rep2",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3701-171G8,Total RNA
3702-171H8,FF:3702-171H8,"macrophage, TB infection, stimulated BMDM+IL-4(aaMph), with Mtb, 072hr(048h after stimulation), biol_rep2",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3702-171H8,Total RNA
3703-171I8,FF:3703-171I8,"macrophage, TB infection, stimulated BMDM+IL-4(aaMph), with Mtb, 120hr(096h after stimulation), biol_rep2",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3703-171I8,Total RNA
3704-172A1,FF:3704-172A1,"macrophage, bone marrow derived, pool3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3704-172A1,Total RNA
370-44C7,FF:370-44C7,"pituitary gland, embryo E13",,developmental,Mouse (Mus musculus),mixture,,13 days embryo,pituitary gland,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,370-44C7,Total RNA
3705-172B1,FF:3705-172B1,"macrophage, TB infection, non-stimulated BMDM, without Mtb, 004hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3705-172B1,Total RNA
3706-172C1,FF:3706-172C1,"macrophage, TB infection, non-stimulated BMDM, without Mtb, 006hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3706-172C1,Total RNA
3707-172D1,FF:3707-172D1,"macrophage, TB infection, non-stimulated BMDM, without Mtb, 012hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3707-172D1,Total RNA
3708-172E1,FF:3708-172E1,"macrophage, TB infection, non-stimulated BMDM, without Mtb, 024hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3708-172E1,Total RNA
3709-172F1,FF:3709-172F1,"macrophage, TB infection, non-stimulated BMDM, without Mtb, 028hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3709-172F1,Total RNA
3710-172G1,FF:3710-172G1,"macrophage, TB infection, non-stimulated BMDM, without Mtb, 036hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3710-172G1,Total RNA
3711-172H1,FF:3711-172H1,"macrophage, TB infection, non-stimulated BMDM, without Mtb, 048hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3711-172H1,Total RNA
3712-172I1,FF:3712-172I1,"macrophage, TB infection, non-stimulated BMDM, without Mtb, 072hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3712-172I1,Total RNA
3713-172A2,FF:3713-172A2,"macrophage, TB infection, non-stimulated BMDM, without Mtb, 120hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3713-172A2,Total RNA
37-13H4,FF:37-13H4,"cecum, adult",,developmental,Mouse (Mus musculus),male,,adult,cecum,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,37-13H4,Total RNA
3714-172B2,FF:3714-172B2,"macrophage, TB infection, stimulated BMDM+IFNg(caMph), without Mtb, 002hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3714-172B2,Total RNA
3715-172C2,FF:3715-172C2,"macrophage, TB infection, stimulated BMDM+IFNg(caMph), without Mtb, 004hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3715-172C2,Total RNA
3716-172D2,FF:3716-172D2,"macrophage, TB infection, stimulated BMDM+IFNg(caMph), without Mtb, 006hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3716-172D2,Total RNA
3717-172E2,FF:3717-172E2,"macrophage, TB infection, stimulated BMDM+IFNg(caMph), without Mtb, 012hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3717-172E2,Total RNA
3718-172F2,FF:3718-172F2,"macrophage, TB infection, stimulated BMDM+IFNg(caMph), without Mtb, 024hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3718-172F2,Total RNA
3719-172G2,FF:3719-172G2,"macrophage, TB infection, stimulated BMDM+IFNg(caMph), without Mtb, 028hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3719-172G2,Total RNA
3720-172H2,FF:3720-172H2,"macrophage, TB infection, stimulated BMDM+IFNg(caMph), without Mtb, 036hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3720-172H2,Total RNA
3721-172I2,FF:3721-172I2,"macrophage, TB infection, stimulated BMDM+IFNg(caMph), without Mtb, 048hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3721-172I2,Total RNA
3722-172A3,FF:3722-172A3,"macrophage, TB infection, stimulated BMDM+IFNg(caMph), without Mtb, 072hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3722-172A3,Total RNA
372-23H2,FF:372-23H2,"whole body, embryo E13",,developmental,Mouse (Mus musculus),mixture,,13 days embryo,whole body,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,372-23H2,Total RNA
3723-172B3,FF:3723-172B3,"macrophage, TB infection, stimulated BMDM+IFNg(caMph), without Mtb, 120hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3723-172B3,Total RNA
3724-172C3,FF:3724-172C3,"macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb, 002hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3724-172C3,Total RNA
3725-172D3,FF:3725-172D3,"macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb, 004hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3725-172D3,Total RNA
3726-172E3,FF:3726-172E3,"macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb, 006hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3726-172E3,Total RNA
3727-172F3,FF:3727-172F3,"macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb, 012hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3727-172F3,Total RNA
3728-172G3,FF:3728-172G3,"macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb, 024hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3728-172G3,Total RNA
3729-172H3,FF:3729-172H3,"macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb, 028hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3729-172H3,Total RNA
3730-172I3,FF:3730-172I3,"macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb, 036hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3730-172I3,Total RNA
3731-172A4,FF:3731-172A4,"macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb, 048hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3731-172A4,Total RNA
3732-172B4,FF:3732-172B4,"macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb, 072hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3732-172B4,Total RNA
3733-172C4,FF:3733-172C4,"macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb, 120hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3733-172C4,Total RNA
3734-172D4,FF:3734-172D4,"macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb, 002hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3734-172D4,Total RNA
3735-172E4,FF:3735-172E4,"macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb, 004hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3735-172E4,Total RNA
3736-172F4,FF:3736-172F4,"macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb, 006hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3736-172F4,Total RNA
3737-172G4,FF:3737-172G4,"macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb, 012hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3737-172G4,Total RNA
3738-172H4,FF:3738-172H4,"macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb, 024hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3738-172H4,Total RNA
3739-172I4,FF:3739-172I4,"macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb, 028hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3739-172I4,Total RNA
3740-172A5,FF:3740-172A5,"macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb, 036hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3740-172A5,Total RNA
3741-172B5,FF:3741-172B5,"macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb, 048hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3741-172B5,Total RNA
3742-172C5,FF:3742-172C5,"macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb, 072hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3742-172C5,Total RNA
3743-172D5,FF:3743-172D5,"macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb, 120hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3743-172D5,Total RNA
3744-172E5,FF:3744-172E5,"macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb, 002hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3744-172E5,Total RNA
3745-172F5,FF:3745-172F5,"macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb, 004hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3745-172F5,Total RNA
3746-172G5,FF:3746-172G5,"macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb, 006hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3746-172G5,Total RNA
3747-172H5,FF:3747-172H5,"macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb, 012hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3747-172H5,Total RNA
3748-172I5,FF:3748-172I5,"macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb, 024hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3748-172I5,Total RNA
3749-172A6,FF:3749-172A6,"macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb, 028hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3749-172A6,Total RNA
3750-172B6,FF:3750-172B6,"macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb, 036hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3750-172B6,Total RNA
3751-172C6,FF:3751-172C6,"macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb, 048hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3751-172C6,Total RNA
3752-172D6,FF:3752-172D6,"macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb, 072hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3752-172D6,Total RNA
3753-172E6,FF:3753-172E6,"macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb, 120hr, biol_rep3",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3753-172E6,Total RNA
376-3I9,FF:376-3I9,"heart, embryo E13",,developmental,Mouse (Mus musculus),mixture,,13 days embryo,heart,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,376-3I9,Total RNA
378-3H6,FF:378-3H6,"liver, embryo E13",,developmental,Mouse (Mus musculus),mixture,,13 days embryo,liver,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,378-3H6,Total RNA
381-16D5,FF:381-16D5,"intestine, embryo E13",,developmental,Mouse (Mus musculus),mixture,,13 days embryo,intestine,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,381-16D5,Total RNA
38-12B5,FF:38-12B5,"thymus, adult",,developmental,Mouse (Mus musculus),male,,adult,thymus,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,38-12B5,Total RNA
384-1E2,FF:384-1E2,"forelimb, embryo E13",,developmental,Mouse (Mus musculus),mixture,,13 days embryo,forelimb,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,384-1E2,Total RNA
389-23F5,FF:389-23F5,"testis, embryo E13",,developmental,Mouse (Mus musculus),male,,13 days embryo,testis,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,389-23F5,Total RNA
395-14B1,FF:395-14B1,"whole body, embryo E14",,developmental,Mouse (Mus musculus),mixture,,14 days embryo,whole body,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,395-14B1,Total RNA
3967-173D4,FF:3967-173D4,"macrophage, TB infection, non-stimulated BMDM, without Mtb, 024hr, biol_rep4",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3967-173D4,Total RNA
3968-173E4,FF:3968-173E4,"macrophage, TB infection, stimulated BMDM+IFNg(caMph), without Mtb, 024hr, biol_rep4",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3968-173E4,Total RNA
3969-173F4,FF:3969-173F4,"macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb, 024hr, biol_rep4",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3969-173F4,Total RNA
3970-173G4,FF:3970-173G4,"macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb, 024hr, biol_rep4",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3970-173G4,Total RNA
3971-173H4,FF:3971-173H4,"macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb, 024hr, biol_rep4",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3971-173H4,Total RNA
3972-173I4,FF:3972-173I4,"macrophage, TB infection, non-stimulated BMDM, with Mtb, 028hr(004h after stimulation), biol_rep4",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3972-173I4,Total RNA
3973-173A5,FF:3973-173A5,"macrophage, TB infection, non-stimulated BMDM, with Mtb, 036hr(012h after stimulation), biol_rep4",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3973-173A5,Total RNA
3974-173B5,FF:3974-173B5,"macrophage, TB infection, non-stimulated BMDM, with Mtb, 048hr(024h after stimulation), biol_rep4",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3974-173B5,Total RNA
3975-173C5,FF:3975-173C5,"macrophage, TB infection, non-stimulated BMDM, with Mtb, 072hr(048h after stimulation), biol_rep4",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3975-173C5,Total RNA
3976-173D5,FF:3976-173D5,"macrophage, TB infection, non-stimulated BMDM, with Mtb, 120hr(096h after stimulation), biol_rep4",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3976-173D5,Total RNA
3977-173E5,FF:3977-173E5,"macrophage, TB infection, stimulated BMDM+IFNg(caMph), with Mtb, 028hr(004h after stimulation), biol_rep4",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3977-173E5,Total RNA
3978-173F5,FF:3978-173F5,"macrophage, TB infection, stimulated BMDM+IFNg(caMph), with Mtb, 036hr(012h after stimulation), biol_rep4",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3978-173F5,Total RNA
3979-173G5,FF:3979-173G5,"macrophage, TB infection, stimulated BMDM+IFNg(caMph), with Mtb, 048hr(024h after stimulation), biol_rep4",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3979-173G5,Total RNA
3980-173H5,FF:3980-173H5,"macrophage, TB infection, stimulated BMDM+IFNg(caMph), with Mtb, 072hr(048h after stimulation), biol_rep4",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3980-173H5,Total RNA
3981-173I5,FF:3981-173I5,"macrophage, TB infection, stimulated BMDM+IFNg(caMph), with Mtb, 120hr(096h after stimulation), biol_rep4",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3981-173I5,Total RNA
3982-173A6,FF:3982-173A6,"macrophage, TB infection, stimulated BMDM+IL-13(aaMph), with Mtb, 028hr(004h after stimulation), biol_rep4",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3982-173A6,Total RNA
3984-173C6,FF:3984-173C6,"macrophage, TB infection, stimulated BMDM+IL-13(aaMph), with Mtb, 048hr(024h after stimulation), biol_rep4",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3984-173C6,Total RNA
398-44A5,FF:398-44A5,"pituitary gland, embryo E14",,developmental,Mouse (Mus musculus),mixture,,14 days embryo,pituitary gland,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,398-44A5,Total RNA
3985-173D6,FF:3985-173D6,"macrophage, TB infection, stimulated BMDM+IL-13(aaMph), with Mtb, 072hr(048h after stimulation), biol_rep4",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3985-173D6,Total RNA
3986-173E6,FF:3986-173E6,"macrophage, TB infection, stimulated BMDM+IL-13(aaMph), with Mtb, 120hr(096h after stimulation), biol_rep4",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3986-173E6,Total RNA
3987-173F6,FF:3987-173F6,"macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), with Mtb, 028hr(004h after stimulation), biol_rep4",,time courses,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,bone marrow,,macrophage,,"Frank Brombacher (University of Cape Town, South Africa)",,,3987-173F6,Total RNA
